active_key,melody_sequence,chord,chord_count,prev_chord_1,prev_chord_2,prev_chord_3,prev_chord_4
Ab:maj,"(65, 65, 63, 65, 63, 60, 60, 65, 65)",F:min,1,Eb:maj,Ab:maj,Eb:7,Ab:maj
Ab:maj,"(65, 63, 65, 65, 63, 65, 63, 60, 65, 65, 63)",C#:maj(9),1,C#:maj(9),Eb:maj,Ab:maj,F:min
Ab:maj,"(65, 63, 63, 63, 63, 60, 58, 68, 67, 65)",Eb:maj,1,Eb:maj,Ab:maj,F:min,C#:maj(9)
Ab:maj,"(65, 63, 63, 63, 63, 60, 58, 68, 67, 65)",Eb:maj,1,Ab:maj,F:min,C#:maj(9),C#:maj
Ab:maj,"(65, 63, 63, 63, 63, 60, 58, 68, 67, 65)",Eb:7,1,F:min7,Ab:maj/5,C#:maj(9),Bb:min7
Ab:maj,"(60, 58, 60, 63, 63, 56, 56, 68, 68)",Ab:maj,1,Ab:maj,F:min,C#:maj(9),Eb:maj
Ab:maj,"(60, 58, 60, 63, 63, 56, 56, 68, 68)",Ab:maj,1,Bb:min7,Eb:maj,Ab:maj,Eb:7
Ab:maj,"(60, 58, 60, 63, 63, 56, 56, 68, 68)",Ab:maj,1,F:min,C#:maj(9),C#:maj,Eb:maj
Ab:maj,"(65, 65, 65, 65, 63, 60, 65, 60, 58)",F:min,1,F:min,C#:maj(9),Eb:maj,Ab:maj
Ab:maj,"(65, 65, 65, 65, 63, 60, 65, 60, 58)",F:min,1,C#:maj(9),C#:maj,Eb:maj,Ab:maj
Ab:maj,"(65, 65, 65, 65, 63, 60, 65, 60, 58)",F:min7,1,Bb:min7,Eb:7,Ab:maj,Eb:maj/3
Ab:maj,"(60, 65, 65, 63, 63)",C#:maj,1,C#:maj(9),Eb:maj,Ab:maj,F:min
Ab:maj,"(60, 65, 65, 63, 63)",C#:maj7,1,C#:maj,Eb:maj,Ab:maj,F:min
Ab:maj,"(60, 65, 65, 63, 63)",C#:maj(9),1,Eb:7,Ab:maj,Eb:maj/3,F:min7
Ab:maj,"(65, 63, 63, 63, 63, 60, 58)",Eb:maj,1,Eb:maj,Ab:maj,F:min,C#:maj
Ab:maj,"(65, 63, 63, 63, 63, 60, 58)",Eb:maj,1,Eb:maj,Ab:maj,F:min,C#:maj7
Ab:maj,"(65, 63, 63, 63, 63, 60, 58)",Eb:maj,1,Ab:maj,Eb:maj/3,F:min7,C#:maj(9)
Ab:maj,"(60, 58)",Bb:min7(11),1,F:min,C#:maj,Eb:maj,Ab:maj
Ab:maj,"(56, 56, 56, 60, 63, 67)",Ab:maj,1,C#:maj,Eb:maj,Ab:maj,Bb:min7(11)
Ab:maj,"(65, 63, 65, 65, 63)",C#:maj(9),1,Ab:maj,Eb:7,Ab:maj,F:min
Ab:maj,"(65, 63, 65, 65, 63)",C#:maj(9),1,Ab:maj,Eb:maj/3,F:min7,Ab:maj/5
Ab:maj,"(65, 63, 60, 65, 65, 63)",C#:maj,1,Eb:7,Ab:maj,F:min,C#:maj(9)
Ab:maj,"(65, 63, 60, 65, 65, 63)",Bb:min7,1,Eb:maj/3,F:min7,Ab:maj/5,C#:maj(9)
Ab:maj,"(60, 58, 60, 63)",Ab:maj,1,C#:maj7,Eb:maj,Ab:maj,Eb:7
Ab:maj,"(60, 58, 60, 63)",Ab:maj,1,Ab:maj/5,C#:maj(9),Bb:min7,Eb:7
Ab:maj,"(63, 56, 56, 68, 68)",Eb:maj/3,1,Eb:maj,Ab:maj,Eb:7,Ab:maj
Ab:maj,"(63, 56, 56, 68, 68)",Eb:maj/3,1,C#:maj(9),Bb:min7,Eb:7,Ab:maj
Ab:maj,"(65, 65, 63, 65, 63)",F:min7,1,Ab:maj,Eb:7,Ab:maj,Eb:maj/3
Ab:maj,"(60, 60, 65, 65)",Ab:maj/5,1,Eb:7,Ab:maj,Eb:maj/3,F:min7
Ab:maj,"(56, 60, 58, 60)",Ab:maj,1,Eb:maj/3,F:min7,C#:maj(9),Eb:maj
Ab:maj,"(65, 65, 63)",Bb:min7,1,F:min7,C#:maj(9),Eb:maj,Ab:maj
Ab:maj,"(63, 65, 63, 63, 63, 63)",Eb:11,1,C#:maj(9),Eb:maj,Ab:maj,Bb:min7
Ab:maj,"(63, 63, 63, 65, 68, 65, 63, 63, 63, 63, 65, 75, 72, 68)",Ab:maj,1,None,None,None,None
Ab:maj,"(63, 63, 63, 65, 68, 65, 63, 63, 63, 63, 65, 75, 72, 68)",Ab:maj,1,C:min,F:min,Bb:min,Eb:maj
Ab:maj,"(63, 63, 63, 65, 68, 65, 63, 63, 63, 63, 65, 75, 72, 68)",Ab:maj,1,Eb:maj,Bb:min,Eb:maj,Ab:maj
Ab:maj,"(63, 63, 63, 65, 68, 65, 63, 63, 63, 63, 65, 75, 72, 68)",Ab:maj,1,F:min,Bb:maj/3,Bb:min,Eb:maj
Ab:maj,"(70, 70, 72)",Eb:maj,1,None,None,None,Ab:maj
Ab:maj,"(70, 70, 72)",Eb:maj,1,F:min,Bb:min,Eb:maj,Ab:maj
Ab:maj,"(70, 70, 72)",Eb:maj,4,Eb:maj,Ab:maj,C:min,F:min
Ab:maj,"(70, 70, 72)",Bb:maj,1,Eb:maj,Ab:maj,C:min,F:min
Ab:maj,"(70, 70, 72)",Eb:maj,1,Bb:min,Eb:maj,Ab:maj,Ab:maj
Ab:maj,"(70, 70, 72)",Eb:maj,1,Bb:maj/3,Bb:min,Eb:maj,Ab:maj
Ab:maj,"(70, 70, 72)",Eb:7,2,F:min,C:min7,F:min7,Bb:min
Ab:maj,"(70, 70, 72)",Eb:7,1,F:min,C:min,F:min,Bb:min
Ab:maj,"(70, 70, 72)",Bb:min7,1,Ab:maj,C:min7,F:min,C:min7
Ab:maj,"(70, 70, 72)",C:min7,1,C:min7,F:min,C:min7,Bb:min7
Ab:maj,"(75, 77, 77, 75, 72, 75)",C:min,1,None,None,Ab:maj,Eb:maj
Ab:maj,"(75, 77, 77, 75, 72, 75)",C:min,1,Eb:maj,Ab:maj,Ab:maj,Eb:maj
Ab:maj,"(75, 77, 77, 75, 72, 75)",C:min,1,Bb:min,Eb:maj,Ab:maj,Eb:maj
Ab:maj,"(70, 68, 65)",F:min,1,None,Ab:maj,Eb:maj,C:min
Ab:maj,"(70, 68, 65)",Eb:maj,1,C:min,F:min,Bb:7,Bb:min
Ab:maj,"(70, 68, 65)",Eb:maj,1,C:min,F:min7,Bb:7,Bb:min
Ab:maj,"(70, 68, 65)",F:min,1,Eb:maj,Ab:maj,C#:maj7,C:min
Ab:maj,"(70, 68, 65)",F:min,1,Eb:min,Ab:maj,C#:maj,C:min
Ab:maj,"(70, 68, 65)",F:min,1,Eb:min,Ab:7,C#:maj,C:min
Ab:maj,"(70, 68, 65)",C#:maj7,1,Ab:maj,Eb:maj/3,F:min9,Eb:maj6
Ab:maj,"(70, 68, 65)",C#:maj7,1,C#:maj,F:min,C:min7,C#:maj
Ab:maj,"(70, 70, 70, 72, 70, 68, 65)",Bb:min,1,Ab:maj,Eb:maj,C:min,F:min
Ab:maj,"(70, 70, 70, 72, 70, 68, 65)",Bb:min,1,Eb:maj,C:min,F:min,Bb:maj/3
Ab:maj,"(75, 75, 77, 77, 75, 72, 75)",C:min,1,Bb:min,Eb:maj,Ab:maj,Eb:maj
Ab:maj,"(68, 75, 75, 77, 80, 77)",Ab:maj,1,F:min,Bb:7,Bb:min,Eb:maj
Ab:maj,"(68, 75, 75, 77, 80, 77)",Ab:maj,1,F:min7,Bb:7,Bb:min,Eb:maj
Ab:maj,"(77, 77, 77, 75, 72, 65, 68)",F:min,4,Bb:min,Eb:maj,Ab:maj,C:min
Ab:maj,"(75, 75, 75, 72, 70, 72, 67)",C:min7,2,Ab:maj,C:min,F:min,Eb:maj
Ab:maj,"(75, 75, 75, 72, 70, 72, 67)",C:min,2,Ab:maj,C:min,F:min,Eb:maj
Ab:maj,"(65, 65, 68)",F:min7,2,C:min,F:min,Eb:maj,C:min7
Ab:maj,"(65, 65, 68)",F:min7,2,C:min,F:min,Eb:maj,C:min
Ab:maj,"(65, 65, 68)",F:min,3,F:min,Bb:min,Eb:maj,Ab:maj
Ab:maj,"(65, 65, 68)",F:min,3,F:min,Bb:min,Eb:maj,C:min7
Ab:maj,"(70, 70, 70, 72, 70, 80, 77)",Bb:min,2,F:min,Eb:maj,C:min7,F:min7
Ab:maj,"(75, 75, 77, 80, 77)",Ab:maj,2,C:min7,F:min7,Bb:min,Eb:maj
Ab:maj,"(70, 70, 70, 68, 70, 80, 77)",Bb:min,2,F:min,Eb:maj,C:min,F:min7
Ab:maj,"(75, 65, 68)",Eb:maj,2,Eb:maj,C:min,F:min7,Bb:min
Ab:maj,"(75, 72, 70)",Eb:maj,2,F:min7,Bb:min,Eb:maj,Bb:min
Ab:maj,"(75, 72, 70)",Eb:maj,1,Bb:min,Eb:maj,Ab:maj,Bb:min
Ab:maj,"(75, 72, 70)",Ab:maj/3,1,Eb:maj/3,F:min,Eb:maj,C#:maj
Ab:maj,"(75, 72, 70)",C:min7,1,C:min7,Eb:7,Ab:maj,C#:maj7
Ab:maj,"(75, 72, 70)",Ab:maj/3,1,Eb:maj/3,F:min7,Eb:maj6,C#:maj9
Ab:maj,"(75, 72, 70)",C:min7,1,Eb:maj/3,F:min7,Eb:maj,C#:maj9
Ab:maj,"(75, 72, 70)",C:min7,1,C:min7,F:min,Eb:maj,C#:maj7
Ab:maj,"(75, 72, 70)",Ab:maj/3,1,F:min7,Ab:maj,C:min,C#:maj
Ab:maj,"(68, 65, 68)",Ab:maj,1,Bb:min,Eb:maj,Bb:min,Eb:maj
Ab:maj,"(68, 65, 68)",Ab:maj,1,Ab:maj,Eb:maj,F:min,Eb:maj
Ab:maj,"(68, 65, 68)",Ab:maj,1,Ab:maj,Eb:maj,F:min,Eb:min
Ab:maj,"(68, 65, 68)",Ab:7,1,Ab:maj,Eb:maj/3,F:min,Eb:min
Ab:maj,"(68, 65, 68)",F:min7,1,C#:maj(9),Eb:maj,Ab:maj,Eb:maj/3
Ab:maj,"(68, 65, 68)",F:min7,2,C:min7,C#:maj(9),Ab:maj,Eb:maj/3
Ab:maj,"(68, 65, 68)",F:min7,1,C:min7,C#:maj(9),Eb:maj,Ab:maj
Ab:maj,"(68, 65, 68)",F:min7,1,F:min7,C:min7,C#:maj(9),Ab:maj
Ab:maj,"(68, 65, 68)",Ab:maj,1,C:min7,F:min,Bb:min,Eb:maj
Ab:maj,"(68, 65, 68)",Bb:min7,1,Eb:7,Ab:maj,C#:maj7,C:min7
Ab:maj,"(65, 67, 65, 60)",F:min,1,None,None,None,Ab:maj
Ab:maj,"(65, 67, 65, 60)",F:min,2,Ab:maj,F:min,Eb:maj,Ab:maj
Ab:maj,"(65, 67, 65, 60)",F:min,4,Bb:min,C:min,F:min,Ab:maj
Ab:maj,"(65, 67, 65, 60)",F:min,1,C#:maj,Eb:maj,Ab:maj,Ab:maj
Ab:maj,"(68, 67, 65, 68)",F:min,2,Ab:maj,F:min,Eb:maj,Ab:maj
Ab:maj,"(68, 67, 65, 68)",F:min,1,Ab:maj,F:min,C:min,Ab:maj
Ab:maj,"(72, 75, 72, 70, 68)",Ab:maj,2,F:min,Bb:min,Ab:maj,F:min
Ab:maj,"(65, 65, 65, 75)",F:min,2,Bb:min,Ab:maj,F:min,Ab:maj
Ab:maj,"(65, 65, 65, 75)",C#:maj,1,Bb:min,Ab:maj,F:min,Ab:maj
Ab:maj,"(72, 70, 72, 70, 65)",Eb:maj,2,Ab:maj,F:min,Ab:maj,F:min
Ab:maj,"(68, 68, 67)",Ab:maj,1,F:min,Ab:maj,F:min,Eb:maj
Ab:maj,"(68, 68, 67)",Ab:maj,4,Eb:maj,Bb:min,C:min,F:min
Ab:maj,"(68, 68, 68, 70, 72, 72, 72, 72)",Ab:maj,2,Eb:maj,Ab:maj,F:min,Bb:min
Ab:maj,"(75, 75, 67, 67)",Eb:maj,4,Ab:maj,F:min,Bb:min,Ab:maj
Ab:maj,"(65, 67, 65)",C#:maj,6,F:min,Bb:min,Ab:maj,Eb:maj
Ab:maj,"(67, 65, 63)",C:min,6,Eb:maj,C#:maj,Eb:maj,Bb:min
Ab:maj,"(68, 68, 68, 70, 72, 72, 72)",Ab:maj,2,Eb:maj,Ab:maj,F:min,Bb:min
Ab:maj,"(63, 72, 75)",Eb:maj,2,C:min,F:min,Ab:maj,F:min
Ab:maj,"(63, 72, 75)",C:min7/4,1,None,Ab:maj,Eb:maj/3,F:min7
Ab:maj,"(68, 68, 70, 72, 72, 72)",Ab:maj,2,Eb:maj,Ab:maj,F:min,Bb:min
Ab:maj,"(65, 67, 65, 63, 65, 67, 65, 63)",F:min,1,Bb:min,C:min,F:min,Ab:maj
Ab:maj,"(72, 72, 72, 70)",Ab:maj,1,F:min,Ab:maj,F:min,C:min
Ab:maj,"(72, 75, 72, 70, 68, 67)",Ab:maj,1,F:min,Bb:min,Ab:maj,F:min
Ab:maj,"(72, 70, 70, 65)",Eb:maj,1,Ab:maj,F:min,Ab:maj,C#:maj
Ab:maj,"(68, 68, 68, 67)",Ab:maj,1,F:min,Ab:maj,F:min,Eb:maj
Ab:maj,"(75, 75, 67)",Eb:maj,2,Ab:maj,F:min,Bb:min,Ab:maj
Ab:maj,"(75, 75, 67)",Eb:maj/6,1,None,None,Ab:maj,C:min7
Ab:maj,"(75, 75, 67)",Eb:maj/6,1,Eb:sus4,Eb:maj,Ab:maj(9),C:min7
Ab:maj,"(63, 63, 68, 68, 70, 70, 72)",Ab:maj,1,None,None,None,None
Ab:maj,"(63, 63, 68, 68, 70, 70, 72)",Ab:maj,1,C:min7,C#:maj7,F:min7,Bb:min7
Ab:maj,"(63, 63, 68, 68, 70, 70, 72)",Ab:maj,1,F:min7,Bb:min7,"Eb:sus4(b7,9)",Eb:7
Ab:maj,"(72, 70, 68, 70, 63, 65, 67, 68)",Eb:maj/3,1,None,None,None,Ab:maj
Ab:maj,"(72, 70, 68, 70, 63, 65, 67, 68)",Eb:maj/3,1,C#:maj7,F:min7,Bb:min7,Ab:maj
Ab:maj,"(72, 70, 68, 70, 63, 65, 67, 68)",Eb:maj/3,1,Bb:min7,"Eb:sus4(b7,9)",Eb:7,Ab:maj
Ab:maj,"(56, 67, 68)",C:min7,1,None,Ab:maj,Eb:maj/3,F:min7
Ab:maj,"(56, 67, 68)",C:min7,1,Bb:min7,Ab:maj,Eb:maj/3,F:min7
Ab:maj,"(56, 67, 68)",C:min7,1,Eb:7,Ab:maj,Eb:maj/3,F:min7
Ab:maj,"(65, 65, 63, 61, 63)",C#:maj7,1,Ab:maj,Eb:maj/3,F:min7,C:min7
Ab:maj,"(63, 61, 60, 63)",F:min7,1,Eb:maj/3,F:min7,C:min7,C#:maj7
Ab:maj,"(61, 53, 61, 60, 60, 58)",Bb:min7,1,F:min7,C:min7,C#:maj7,F:min7
Ab:maj,"(68, 68, 67, 65, 63)",F:min7,1,F:min7,Bb:min7,Ab:maj,Eb:maj/3
Ab:maj,"(68, 68, 67, 65, 63)",F:min7,1,"Eb:sus4(b7,9)",Eb:7,Ab:maj,Eb:maj/3
Ab:maj,"(65, 65, 67, 68, 70)",C#:maj7,2,Ab:maj,Eb:maj/3,F:min7,C:min7
Ab:maj,"(70, 68, 63)",C:min7,2,Eb:maj/3,F:min7,C:min7,C#:maj7
Ab:maj,"(63, 72, 73)",F:min7,2,F:min7,C:min7,C#:maj7,C:min7
Ab:maj,"(70, 63)",Bb:min7,2,C:min7,C#:maj7,C:min7,F:min7
Ab:maj,"(72, 73, 72, 70)",F:min/b3,1,C#:maj7,C:min7,F:min7,Bb:min7
Ab:maj,"(72, 73, 72, 70)",Bb:min7/b7,1,C#:maj7,C:min7,F:min7,Bb:min7
Ab:maj,"(72, 72, 72, 73, 73, 72, 70, 72)",Ab:maj,1,C:min7,F:min7,Bb:min7,F:min/b3
Ab:maj,"(72, 72, 72, 73, 73, 72, 70, 72)",Ab:maj,1,C:min7,F:min7,Bb:min7,Bb:min7/b7
Ab:maj,"(72, 72, 72, 73, 73, 72, 70, 72)",Ab:maj,1,C:min7,F:min7,Bb:min7,Eb:7
Ab:maj,"(72, 72, 73, 73, 72, 70, 72)",Eb:maj/3,1,F:min7,Bb:min7,F:min/b3,Ab:maj
Ab:maj,"(72, 72, 73, 73, 72, 70, 72)",Eb:maj/3,1,F:min7,Bb:min7,Eb:7,Ab:maj
Ab:maj,"(72, 72, 73, 75, 68, 67, 68)",F:min7,1,Bb:min7,F:min/b3,Ab:maj,Eb:maj/3
Ab:maj,"(72, 72, 73, 75, 68, 67, 68)",F:min7,1,Bb:min7/b7,Ab:maj,C:min/5,Eb:maj/3
Ab:maj,"(72, 72, 73, 75, 68, 67, 68)",F:min7,1,Bb:min7,Eb:7,Ab:maj,Eb:maj/3
Ab:maj,"(70, 68, 70, 72, 73, 72, 70, 68)",Eb:maj,1,F:min/b3,Ab:maj,Eb:maj/3,F:min7
Ab:maj,"(70, 68, 70, 72, 73, 72, 70, 68)",Eb:maj,1,Eb:7,Ab:maj,Eb:maj/3,F:min7
Ab:maj,"(65, 65, 75, 75, 73, 72, 73)",C#:maj9,2,Ab:maj,Eb:maj/3,F:min7,Eb:maj
Ab:maj,"(65, 65, 75, 75, 73, 72, 73)",C#:maj7,1,Eb:maj/3,F:min7,Ab:maj/5,C#:maj/2
Ab:maj,"(63, 63, 75)",Ab:maj/3,1,Eb:maj/3,F:min7,Eb:maj,C#:maj9
Ab:maj,"(63, 63, 75)",C:min7,1,Eb:maj/3,F:min7,Eb:maj,C#:maj9
Ab:maj,"(63, 63, 75)",C:min7,1,F:min7,Ab:maj/5,C#:maj/2,C#:maj7
Ab:maj,"(73, 72, 70, 72)",F:min7,1,F:min7,Eb:maj,C#:maj9,Ab:maj/3
Ab:maj,"(73, 72, 70, 72)",Eb:maj/3,1,Bb:min7,Bb:min7/b7,Ab:maj,C:min/5
Ab:maj,"(73, 72, 70, 72)",F:min7,1,Ab:maj/5,C#:maj/2,C#:maj7,C:min7
Ab:maj,"(73, 72, 70, 72)",F:min7,1,F:min7,Eb:maj,C#:maj9,C:min7
Ab:maj,"(65, 65, 70, 70, 72, 72, 73)",Bb:min7,1,Eb:maj,C#:maj9,Ab:maj/3,F:min7
Ab:maj,"(65, 65, 70, 70, 72, 72, 73)",Bb:min7,1,C#:maj/2,C#:maj7,C:min7,F:min7
Ab:maj,"(65, 65, 70, 70, 72, 72, 73)",Bb:min7,1,Eb:maj,C#:maj9,C:min7,F:min7
Ab:maj,"(65, 70, 72)","Eb:sus4(b7,9)",1,C#:maj9,Ab:maj/3,F:min7,Bb:min7
Ab:maj,"(73, 72, 70, 68)",Eb:7,1,Ab:maj/3,F:min7,Bb:min7,"Eb:sus4(b7,9)"
Ab:maj,"(73, 72, 70, 68)",C#:maj/2,1,C:min/5,Eb:maj/3,F:min7,Ab:maj/5
Ab:maj,"(73, 72, 70, 68)",Ab:maj,1,None,Ab:maj,C:7,F:min7
Ab:maj,"(73, 72, 70, 68)",C#:maj,1,C#:maj,Ab:maj,Bb:min7,C:min
Ab:maj,"(73, 72, 70, 68)",C#:maj,1,C#:maj,Ab:maj,Bb:min7,Ab:maj/3
Ab:maj,"(73, 72, 70, 68)",C#:maj,1,C:min7,C#:maj,Ab:maj,Eb:maj
Ab:maj,"(73, 72, 70, 68)",Bb:min7,1,Eb:maj,C#:maj,Eb:maj,Ab:maj
Ab:maj,"(72, 72, 73)",C:min/5,1,F:min7,Bb:min7,Bb:min7/b7,Ab:maj
Ab:maj,"(72, 72, 73)",F:min7,1,Eb:min7,Ab:maj,C#:maj7,Eb:7
Ab:maj,"(70, 68, 70, 72)",Ab:maj/5,1,Ab:maj,C:min/5,Eb:maj/3,F:min7
Ab:maj,"(70, 68, 70, 72)",Eb:maj,1,Ab:maj,F:min,F:maj,Bb:min
Ab:maj,"(65, 70, 72, 73, 72, 70, 68)",Eb:7,1,C#:maj7,C:min7,F:min7,Bb:min7
Ab:maj,"(65, 70, 72, 73, 72, 70, 68)",Eb:7,1,C#:maj9,C:min7,F:min7,Bb:min7
Ab:maj,"(63, 72, 70, 68, 68)",F:min7,1,None,None,Ab:maj,Eb:maj/3
Ab:maj,"(63, 72, 70, 68, 68)",F:min7,1,Bb:min,C#:min6,Ab:sus2,Eb:maj/3
Ab:maj,"(63, 72, 70, 68, 68)",F:min7,1,Bb:min,Eb:maj,Ab:maj,Eb:maj6/3
Ab:maj,"(63, 72, 70, 68, 68)",F:min,1,E:dim,Eb:7,Ab:maj,C:min/5
Ab:maj,"(70, 72, 68)",Eb:min,1,Ab:maj,Eb:maj/3,F:min7,C:min7/4
Ab:maj,"(68, 70, 70, 68, 68, 63)",C#:maj,1,Eb:maj/3,F:min7,C:min7/4,Eb:min
Ab:maj,"(68, 70, 70, 68, 68, 63)",C#:maj(9),1,Ab:maj,Eb:maj6/3,F:min7,Eb:maj
Ab:maj,"(68, 70, 70, 68, 68, 68)",C:min7,1,F:min7,C:min7/4,Eb:min,C#:maj
Ab:maj,"(68, 70, 70, 68, 68, 68)",C:min7,1,Eb:maj6/3,F:min7,Eb:maj,C#:maj(9)
Ab:maj,"(68, 65, 68, 70, 68, 73)",Bb:min,1,C:min7/4,Eb:min,C#:maj,C:min7
Ab:maj,"(68, 65, 68, 70, 68, 73)",Bb:min,1,F:min7,Eb:maj,C#:maj(9),C:min7
Ab:maj,"(72, 68, 65, 63)",C#:min6,1,Eb:min,C#:maj,C:min7,Bb:min
Ab:maj,"(72, 70, 68, 63)",Ab:sus2,1,C#:maj,C:min7,Bb:min,C#:min6
Ab:maj,"(72, 70, 68, 63)",Ab:maj,1,C:min,F:min,Bb:min,Eb:maj
Ab:maj,"(72, 70, 68, 63)",Ab:maj,1,C:min7,Bb:min,E:dim,Eb:7
Ab:maj,"(63, 72, 75, 70, 72, 68)",C:min,1,C#:min6,Ab:sus2,Eb:maj/3,F:min7
Ab:maj,"(63, 72, 75, 70, 72, 68)",Eb:maj,1,Eb:maj,Ab:maj,Eb:maj6/3,F:min7
Ab:maj,"(63, 72, 75, 70, 72, 68)",Eb:maj,1,Eb:7,Ab:maj,C:min/5,F:min
Ab:maj,"(77, 75, 68, 65, 77)",C#:maj,1,Ab:sus2,Eb:maj/3,F:min7,C:min
Ab:maj,"(77, 75, 68, 65, 77)",C#:maj,1,Ab:maj,C:min/5,F:min,Eb:maj
Ab:maj,"(75, 68)",C:min7,1,Eb:maj/3,F:min7,C:min,C#:maj
Ab:maj,"(75, 68)",C:min7,1,C:min/5,F:min,Eb:maj,C#:maj
Ab:maj,"(68, 70, 72)",F:min,1,F:min7,C:min,C#:maj,C:min7
Ab:maj,"(68, 70, 72)",F:min,2,Eb:min,Ab:maj,C#:maj,C:min
Ab:maj,"(68, 70, 72)",F:min/5,1,F:min,Eb:maj,C#:maj,C:min7
Ab:maj,"(68, 70, 72)",F:min,1,Eb:min,Ab:7,C#:maj,C:min7
Ab:maj,"(68, 70, 72)",F:min,1,Eb:maj6,C#:maj,Eb:maj,C:min7
Ab:maj,"(68, 70, 72)",Ab:maj,1,C:min7,Bb:min7,C:min7,C#:maj(9)
Ab:maj,"(68, 70, 72)",Ab:maj,1,F:min,Bb:min,Bb:7,Eb:maj
Ab:maj,"(68, 70, 72)",Ab:maj,1,F:min,Bb:min7,Bb:7,Eb:maj
Ab:maj,"(68, 70, 72)",Ab:maj,1,Ab:maj,Eb:maj,C#:maj,Eb:maj
Ab:maj,"(73, 72, 70, 68, 77)",Bb:min,1,C:min,C#:maj,C:min7,F:min
Ab:maj,"(79, 75)",Eb:maj/b7,1,C#:maj,C:min7,F:min,Bb:min
Ab:maj,"(79, 75)",C#:maj,1,C:min7,F:min/5,Bb:min,C:min
Ab:maj,"(68, 63, 68, 63)",Ab:maj,1,C:min7,F:min,Bb:min,Eb:maj/b7
Ab:maj,"(68, 63, 68, 63)",Ab:maj,4,C:min,F:min,Bb:min,Eb:maj
Ab:maj,"(68, 63, 68, 63)",Ab:maj,1,F:min/5,Bb:min,C:min,C#:maj
Ab:maj,"(75, 72, 70, 68, 65, 68)",Eb:maj,1,F:min,Bb:min,Eb:maj/b7,Ab:maj
Ab:maj,"(75, 72, 70, 68, 65, 68)",Eb:maj/3,3,F:min,Bb:min,Eb:maj,Ab:maj
Ab:maj,"(75, 72, 70, 68, 65, 68)",Eb:maj,1,F:min,Bb:min,Eb:maj,Ab:maj
Ab:maj,"(75, 72, 70, 68, 65, 68)",Eb:maj,1,Bb:min,C:min,C#:maj,Ab:maj
Ab:maj,"(68, 65, 68, 65)",F:min,1,Bb:min,Eb:maj/b7,Ab:maj,Eb:maj
Ab:maj,"(68, 65, 68, 65)",F:min,3,Bb:min,Eb:maj,Ab:maj,Eb:maj/3
Ab:maj,"(68, 65, 68, 65)",F:min,1,C:min,C#:maj,Ab:maj,Eb:maj
Ab:maj,"(68, 65, 68, 65)",F:min,1,Bb:min,Eb:maj,Ab:maj,Eb:maj
Ab:maj,"(68, 65, 68, 65)",Bb:min7,1,F:min7,Eb:maj6,C#:maj9,Ab:maj(9)/3
Ab:maj,"(68, 65, 68, 65)",Bb:min7,1,Eb:maj6,C#:maj9,Ab:maj/3,F:min7
Ab:maj,"(75, 70, 70)",Eb:maj,1,Eb:maj/b7,Ab:maj,Eb:maj,F:min
Ab:maj,"(75, 70, 70)",Eb:min,3,Eb:maj,Ab:maj,Eb:maj/3,F:min
Ab:maj,"(75, 70, 70)",Eb:min,1,C#:maj,Ab:maj,Eb:maj,F:min
Ab:maj,"(75, 70, 70)",Eb:min,1,Eb:maj,Ab:maj,Eb:maj,F:min
Ab:maj,"(65, 68, 70, 63)",C#:maj7,1,Eb:maj,F:min,Eb:maj,Ab:maj
Ab:maj,"(65, 68, 70, 63)",C#:maj,1,Eb:maj,F:min,Eb:min,Ab:maj
Ab:maj,"(65, 68, 70, 63)",C#:maj,1,Eb:maj/3,F:min,Eb:min,Ab:7
Ab:maj,"(68, 65, 68, 65, 77)",Bb:min,1,Ab:maj,C#:maj7,C:min,F:min
Ab:maj,"(68, 65, 68, 65, 77)",Bb:min,1,Ab:maj,C#:maj,C:min,F:min
Ab:maj,"(68, 65, 68, 65, 77)",Bb:min,1,Ab:7,C#:maj,C:min,F:min
Ab:maj,"(68, 65, 77)",Ab:maj,1,Ab:maj,Eb:maj/3,F:min,Eb:min
Ab:maj,"(68, 65, 77)",Ab:7,1,Ab:maj,Eb:maj/3,F:min,Eb:min
Ab:maj,"(68, 65, 77)",Ab:maj,1,Ab:maj,Eb:maj,F:min,Eb:min
Ab:maj,"(78, 77, 77)",C#:maj,1,Eb:maj/3,F:min,Eb:min,Ab:maj
Ab:maj,"(78, 77, 77)",C#:maj,1,Eb:maj,F:min,Eb:min,Ab:maj
Ab:maj,"(78, 77, 77)",C#:maj,1,Eb:maj/3,F:min,Eb:min,Ab:7
Ab:maj,"(78, 77, 77)",C#:maj,1,C#:maj/6,Bb:7,Eb:maj,Ab:maj
Ab:maj,"(78, 77, 77)",C#:maj,1,Bb:min,Bb:maj,Eb:maj,Ab:maj
Ab:maj,"(73, 72, 70, 68, 73, 72)",Bb:min,2,Ab:maj,C#:maj,C:min,F:min
Ab:maj,"(73, 72, 70, 68, 73, 72)",Bb:min7,1,Ab:7,C#:maj,C:min7,F:min
Ab:maj,"(75, 77, 70, 70, 68)",Eb:maj,1,C#:maj,C:min,F:min,Bb:min
Ab:maj,"(75, 77, 70, 70, 68)",Eb:maj,1,C#:maj,C:min7,F:min,Bb:min7
Ab:maj,"(72, 68)",E:dim,1,Eb:maj,C#:maj(9),C:min7,Bb:min
Ab:maj,"(72, 68)",C#:min,1,None,None,None,Ab:maj
